datetime,TDRY,RLH,PRSS,HPRAB
1670511600,-0.9,94.0,1005.9,0.0
1670515200,-0.7,93.0,1006.3,0.0
1670518800,-0.5,93.0,1006.6,0.0
1670522400,-0.3,95.0,1006.6,0.2
1670526000,-0.4,93.0,1006.8,0.0
1670529600,-0.6,92.0,1007.2,0.0
1670533200,-1.0,92.0,1007.4,0.0
1670536800,-1.3,92.0,1007.5,0.0
1670540400,-1.2,91.0,1007.4,0.0
1670544000,-1.2,93.0,1007.3,0.2
1670547600,-1.4,94.0,1007.0,0.0
1670551200,-1.3,94.0,1006.7,0.8
1670554800,-1.2,97.0,1006.5,1.2
1670558400,-1.4,98.0,1006.4,0.1
1670562000,-2.6,97.0,1006.8,0.0
1670565600,-2.8,95.0,1007.3,0.0
1670569200,-3.4,96.0,1008.1,0.0
1670572800,-3.8,94.0,1008.5,0.0
1670576400,-3.8,93.0,1009.1,0.0
1670580000,-3.7,91.0,1009.3,0.0
1670583600,-3.5,89.0,1009.5,0.0
1670587200,-3.5,88.0,1009.9,0.0
1670590800,-4.3,90.0,1010.4,0.0
1670594400,-5.0,91.0,1010.8,0.0
1670598000,-6.7,92.0,1011.0,0.0
1670601600,-7.5,92.0,1011.6,0.0
1670605200,-8.7,93.0,1011.6,0.0
1670608800,-8.8,95.0,1011.8,0.0
1670612400,-8.8,95.0,1012.0,0.0
1670616000,-8.5,95.0,1012.1,0.0
1670619600,-9.2,94.0,1012.3,0.0
1670623200,-9.2,95.0,1012.3,0.0
1670626800,-9.6,95.0,1012.6,0.0
1670630400,-9.6,95.0,1012.5,0.0
1670634000,-9.6,95.0,1012.7,0.0
1670637600,-9.7,94.0,1012.5,0.0
1670641200,-10.1,94.0,1012.4,0.0
1670644800,-10.0,94.0,1012.3,0.0
1670648400,-10.1,94.0,1012.3,0.0
1670652000,-11.5,94.0,1012.4,0.0
1670655600,-12.3,93.0,1012.6,0.0
1670659200,-11.4,95.0,1012.8,0.0
1670662800,-9.8,94.0,1012.7,0.0
1670666400,-9.2,94.0,1012.6,0.0
1670670000,-8.7,94.0,1012.5,0.0
1670673600,-8.8,94.0,1012.5,0.0
1670677200,-8.7,94.0,1012.6,0.0
1670680800,-8.1,94.0,1012.6,0.0
1670684400,-7.5,94.0,1012.5,0.0
1670688000,-7.1,94.0,1012.5,0.0
1670691600,-6.9,94.0,1012.5,0.0
1670695200,-6.6,94.0,1012.6,0.0
1670698800,-6.4,95.0,1012.5,0.0
1670702400,-6.1,94.0,1012.8,0.0
1670706000,-6.2,94.0,1012.9,0.0
1670709600,-6.0,95.0,1013.0,0.0
1670713200,-6.2,95.0,1013.0,0.0
1670716800,-6.0,94.0,1012.8,0.0
1670720400,-6.2,94.0,1013.1,0.0
1670724000,-6.3,94.0,1013.1,0.0
1670727600,-6.6,95.0,1013.0,0.0
1670731200,-6.9,94.0,1013.0,0.0
1670734800,-7.0,94.0,1013.0,0.0
1670738400,-6.9,94.0,1013.0,0.0
1670742000,-6.8,94.0,1013.5,0.0
1670745600,-7.3,92.0,1013.4,0.0
1670749200,-7.0,93.0,1013.2,0.0
1670752800,-6.5,94.0,1012.5,0.0
1670756400,-6.1,93.0,1011.8,0.0
1670760000,-5.9,94.0,1010.9,0.0
1670763600,-5.6,94.0,1010.2,0.0
1670767200,-5.5,94.0,1009.7,0.0
1670770800,-5.2,94.0,1008.8,0.0
1670774400,-5.0,96.0,1008.0,0.0
1670778000,-5.2,94.0,1006.9,0.0
1670781600,-5.7,93.0,1006.0,0.0
1670785200,-5.7,92.0,1005.4,0.0
1670788800,-5.6,91.0,1004.4,0.0
1670792400,-5.3,91.0,1003.6,0.5
1670796000,-4.9,91.0,1002.7,0.8
1670799600,-4.7,90.0,1001.7,0.3
1670803200,-4.2,88.0,1000.2,0.6
1670806800,-4.0,89.0,999.7,0.0
1670810400,-4.1,88.0,999.7,0.0
1670814000,-3.8,85.0,998.9,0.0
1670817600,-3.8,86.0,998.1,0.1
1670821200,-4.1,88.0,997.5,0.1
1670824800,-4.0,90.0,997.2,0.3
1670828400,-4.1,91.0,996.6,0.9
1670832000,-4.2,91.0,996.1,0.7
1670835600,-4.2,89.0,996.3,1.4
1670839200,-4.5,89.0,995.3,1.8
1670842800,-4.8,89.0,994.4,0.5
1670846400,-4.9,88.0,993.9,0.4
1670850000,-5.0,90.0,993.4,0.5
1670853600,-5.2,90.0,993.0,0.2
1670857200,-5.4,89.0,992.7,0.7
1670860800,-5.4,89.0,992.4,0.3
1670864400,-5.3,90.0,991.9,0.1
1670868000,-5.4,88.0,991.7,0.3
1670871600,-5.3,89.0,991.7,0.3
1670875200,-5.4,90.0,991.6,0.2
1670878800,-5.3,90.0,991.7,0.3
1670882400,-5.7,91.0,991.8,0.0
1670886000,-6.0,90.0,991.9,0.0
1670889600,-6.0,90.0,991.8,0.0
1670893200,-6.1,90.0,991.7,0.0
1670896800,-6.1,90.0,991.4,0.0
1670900400,-6.0,91.0,991.5,0.0
1670904000,-5.8,92.0,991.4,0.1
1670907600,-5.2,91.0,991.6,0.1
1670911200,-5.0,91.0,992.0,0.0
1670914800,-4.9,90.0,992.7,0.0
1670918400,-4.9,90.0,993.4,0.1
1670922000,-4.8,87.0,994.1,0.0
1670925600,-4.5,87.0,994.7,0.0
1670929200,-4.1,89.0,995.1,0.0
1670932800,-3.8,90.0,995.7,0.2
1670936400,-3.3,90.0,996.5,0.1
1670940000,-3.3,84.0,997.5,0.0
1670943600,-3.4,85.0,998.5,0.0
1670947200,-3.2,83.0,999.7,0.2
1670950800,-3.2,93.0,1000.4,0.5
1670954400,-3.0,92.0,1000.9,0.0
1670958000,-3.6,89.0,1001.9,0.0
1670961600,-3.6,90.0,1002.8,0.0
1670965200,-3.8,89.0,1003.4,0.0
1670968800,-4.3,89.0,1004.2,0.0
1670972400,-5.6,90.0,1004.5,0.0
1670976000,-5.6,89.0,1004.7,0.0
1670979600,-5.1,85.0,1004.8,0.0
1670983200,-5.3,88.0,1005.0,0.0
1670986800,-5.2,88.0,1005.1,0.0
1670990400,-4.9,88.0,1005.1,0.0
1670994000,-4.6,89.0,1005.2,0.0
1670997600,-4.2,88.0,1005.2,0.0
1671001200,-3.8,88.0,1005.3,0.0
1671004800,-3.4,84.0,1005.5,0.0
1671008400,-3.5,86.0,1005.6,0.0
1671012000,-3.1,87.0,1005.2,0.0
1671015600,-2.6,91.0,1005.0,0.1
1671019200,-1.3,89.0,1004.8,0.0
1671022800,-1.1,83.0,1004.7,0.0
1671026400,-2.1,83.0,1004.8,0.0
1671030000,-3.8,86.0,1005.1,0.0
1671033600,-4.7,84.0,1005.5,0.0
1671037200,-4.0,83.0,1005.7,0.0
1671040800,-4.9,82.0,1006.1,0.0
1671044400,-6.3,82.0,1006.5,0.0
1671048000,-7.3,83.0,1006.8,0.0
1671051600,-7.5,81.0,1006.7,0.0
1671055200,-7.9,82.0,1006.8,0.0
1671058800,-8.3,83.0,1007.1,0.0
1671062400,-8.1,83.0,1007.1,0.0
1671066000,-8.3,84.0,1007.5,0.0
1671069600,-8.6,84.0,1007.5,0.0
1671073200,-8.9,85.0,1007.5,0.0
1671076800,-9.4,85.0,1007.6,0.0
1671080400,-9.5,86.0,1007.6,0.0
1671084000,-9.9,87.0,1007.7,0.0
1671087600,-10.3,87.0,1007.6,0.0
1671091200,-10.1,86.0,1007.7,0.0
1671094800,-10.0,85.0,1007.7,0.0
1671098400,-9.4,83.0,1007.5,0.0
1671102000,-8.7,82.0,1007.5,0.0
1671105600,-8.1,81.0,1007.4,0.1
1671109200,-8.5,83.0,1007.2,0.0
1671112800,-9.1,85.0,1007.2,0.0
1671116400,-9.4,86.0,1007.3,0.0
1671120000,-9.7,87.0,1007.7,0.0
1671123600,-9.8,86.0,1007.8,0.0
1671127200,-9.4,85.0,1008.1,0.0
1671130800,-9.1,88.0,1008.7,0.0
1671134400,-9.1,87.0,1009.4,0.0
1671138000,-9.0,86.0,1010.0,0.0
1671141600,-8.9,87.0,1010.4,0.0
1671145200,-8.9,90.0,1011.0,0.0
1671148800,-8.5,95.0,1011.8,0.0
1671152400,-8.7,95.0,1011.9,0.0
1671156000,-8.7,94.0,1012.3,0.0
1671159600,-9.0,93.0,1013.0,0.0
1671163200,-9.2,91.0,1013.6,0.0
1671166800,-8.2,90.0,1014.0,0.0
1671170400,-7.5,88.0,1014.2,0.0
1671174000,-6.7,88.0,1014.9,0.0
1671177600,-6.0,88.0,1015.8,0.0
1671181200,-5.7,89.0,1016.3,0.0
1671184800,-5.4,89.0,1016.7,0.1
1671188400,-5.2,90.0,1017.2,0.0
1671192000,-5.2,93.0,1017.4,0.0
1671195600,-5.4,93.0,1017.8,0.0
1671199200,-5.5,92.0,1018.2,0.0
1671202800,-5.5,92.0,1018.7,0.0
1671206400,-5.6,92.0,1019.4,0.0
1671210000,-5.7,90.0,1019.9,0.0
1671213600,-5.4,92.0,1020.1,0.0
1671217200,-5.6,92.0,1020.5,0.0
1671220800,-5.5,91.0,1021.0,0.0
1671224400,-5.4,92.0,1021.5,0.0
1671228000,-5.5,93.0,1021.7,0.0
1671231600,-5.6,93.0,1021.9,0.0
1671235200,-6.4,95.0,1022.2,0.0
1671238800,-6.4,95.0,1022.5,0.0
1671242400,-6.6,93.0,1022.5,0.0
1671246000,-6.7,94.0,1022.6,0.0
1671249600,-6.9,94.0,1022.6,0.0
1671253200,-7.2,94.0,1022.7,0.0
1671256800,-7.2,95.0,1022.9,0.0
1671260400,-7.3,94.0,1023.3,0.0
1671264000,-7.1,94.0,1024.6,0.0
1671267600,-6.8,94.0,1024.7,0.0
1671271200,-6.7,93.0,1024.6,0.0
1671274800,-6.5,92.0,1024.7,0.0
1671278400,-6.1,93.0,1024.7,0.0
1671282000,-6.0,94.0,1024.8,0.0
1671285600,-6.6,95.0,1024.8,0.0
1671289200,-7.1,96.0,1025.4,0.0
1671292800,-6.4,96.0,1025.5,0.0
1671296400,-6.8,97.0,1025.6,0.0
1671300000,-6.9,97.0,1026.3,0.0
1671303600,-7.2,97.0,1026.5,0.0
1671307200,-6.6,98.0,1026.6,0.0
1671310800,-6.4,97.0,1027.0,0.0
1671314400,-5.9,96.0,1027.1,0.0
1671318000,-5.9,98.0,1027.1,0.0
1671321600,-7.0,96.0,1027.6,0.0
1671325200,-7.3,95.0,1027.5,0.0
1671328800,-7.8,93.0,1027.7,0.0
1671332400,-8.6,92.0,1028.0,0.0
1671336000,-8.4,91.0,1028.0,0.0
1671339600,-9.1,90.0,1028.2,0.0
1671343200,-9.5,90.0,1028.4,0.0
1671346800,-9.2,91.0,1028.9,0.0
1671350400,-9.2,90.0,1029.2,0.0
1671354000,-7.9,91.0,1029.5,0.0
1671357600,-7.0,90.0,1029.3,0.0
1671361200,-5.8,90.0,1029.4,0.0
1671364800,-5.0,90.0,1029.4,0.0
1671368400,-4.5,91.0,1029.3,0.0
1671372000,-4.6,92.0,1029.5,0.0
1671375600,-4.3,91.0,1029.3,0.0
1671379200,-3.3,89.0,1028.9,0.0
1671382800,-3.1,89.0,1028.5,0.0
1671386400,-2.3,88.0,1028.3,0.0
1671390000,-1.2,87.0,1028.6,0.0
1671393600,-0.8,86.0,1028.8,0.0
1671397200,-0.8,87.0,1028.8,0.0
1671400800,-0.4,86.0,1028.9,0.0
1671404400,-0.4,86.0,1029.1,0.0
1671408000,-0.8,87.0,1029.3,0.0
1671411600,-0.4,88.0,1029.2,0.0
1671415200,-0.2,87.0,1029.4,0.0
1671418800,-0.8,87.0,1029.7,0.0
1671422400,-1.4,87.0,1030.1,0.0
1671426000,-1.9,89.0,1030.1,0.0
1671429600,-2.9,89.0,1030.7,0.0
1671433200,-3.5,89.0,1031.1,0.0
1671436800,-3.0,89.0,1031.1,0.0
1671440400,-3.6,90.0,1031.4,0.0
1671444000,-5.9,89.0,1031.4,0.0
1671447600,-6.6,83.0,1030.9,0.0
1671451200,-6.7,82.0,1029.9,0.0
1671454800,-6.1,80.0,1029.3,0.0
1671458400,-6.6,81.0,1028.8,0.0
1671462000,-8.1,82.0,1027.9,0.0
1671465600,-8.3,77.0,1026.4,0.0
1671469200,-8.0,75.0,1025.0,0.0
1671472800,-7.2,68.0,1023.7,0.0
1671476400,-7.1,67.0,1022.3,0.0
1671480000,-6.7,68.0,1021.0,0.0
1671483600,-6.7,67.0,1020.5,0.0
1671487200,-7.4,72.0,1020.2,0.0
1671490800,-7.6,76.0,1019.2,0.0
1671494400,-6.8,79.0,1018.5,0.0
1671498000,-6.1,81.0,1017.6,0.0
1671501600,-5.6,81.0,1016.9,0.0
1671505200,-5.4,83.0,1016.2,0.0
1671508800,-5.4,87.0,1015.5,0.0
1671512400,-5.2,93.0,1014.8,0.0
1671516000,-4.8,95.0,1014.6,0.0
1671519600,-4.4,95.0,1014.1,0.0
1671523200,-3.8,93.0,1013.7,0.0
1671526800,-2.9,94.0,1013.4,0.0
1671530400,-2.2,95.0,1012.8,0.0
1671534000,-1.2,95.0,1012.2,0.2
1671537600,-0.6,95.0,1011.6,0.2
1671541200,0.2,96.0,1011.6,0.4
1671544800,0.6,97.0,1011.2,0.1
1671548400,1.0,97.0,1011.2,0.1
1671552000,1.2,98.0,1010.9,0.2
1671555600,1.3,100.0,1010.7,0.2
1671559200,1.7,99.0,1010.6,0.0
1671562800,1.8,99.0,1010.5,0.2
1671566400,1.8,98.0,1010.4,0.1
1671570000,1.7,97.0,1010.0,1.0
1671573600,1.7,97.0,1009.8,0.3
1671577200,2.0,97.0,1009.4,0.0
1671580800,1.9,98.0,1008.9,0.2
1671584400,1.9,98.0,1008.7,0.5
1671588000,2.0,98.0,1008.2,3.1
1671591600,2.1,98.0,1007.6,3.4
1671595200,2.0,97.0,1007.2,2.3
1671598800,2.2,96.0,1006.7,0.0
1671602400,2.3,97.0,1006.4,0.0
1671606000,2.2,97.0,1006.2,0.0
1671609600,2.2,97.0,1006.2,0.0
1671613200,2.1,97.0,1006.0,0.0
1671616800,2.1,97.0,1005.8,1.0
1671620400,2.1,97.0,1005.5,0.2
1671624000,2.2,97.0,1005.2,1.0
1671627600,2.2,98.0,1005.4,1.8
1671631200,2.3,99.0,1005.4,0.3
1671634800,2.3,99.0,1005.4,0.0
1671638400,2.3,100.0,1005.3,0.0
1671642000,2.3,100.0,1005.6,0.0
1671645600,2.3,100.0,1005.7,0.0
1671649200,2.2,100.0,1005.8,0.0
1671652800,2.3,100.0,1005.8,0.0
1671656400,2.4,99.0,1005.7,0.0
1671660000,2.2,100.0,1005.6,0.0
1671663600,2.2,100.0,1005.5,0.0
1671667200,2.0,100.0,1005.3,0.0
1671670800,2.2,100.0,1005.0,0.0
1671674400,2.1,99.0,1004.7,0.0
1671678000,2.1,99.0,1004.4,0.0
1671681600,2.1,99.0,1004.2,0.0
1671685200,2.1,100.0,1004.1,0.0
1671688800,2.0,100.0,1003.9,0.0
1671692400,2.1,98.0,1004.3,0.0
1671696000,2.2,96.0,1004.1,0.0
1671699600,2.2,97.0,1003.6,0.0
1671703200,2.6,95.0,1003.5,0.0
1671706800,2.6,96.0,1003.2,0.0
1671710400,2.6,97.0,1003.4,0.0
1671714000,2.7,96.0,1003.3,0.0
1671717600,2.6,95.0,1003.2,0.0
1671721200,2.8,95.0,1003.0,0.0
1671724800,2.7,95.0,1002.6,0.0
1671728400,2.7,94.0,1002.2,0.0
1671732000,2.2,97.0,1001.6,0.0
1671735600,2.0,96.0,1000.8,0.0
1671739200,2.0,97.0,1000.3,0.2
1671742800,2.2,97.0,999.5,0.2
1671746400,2.1,97.0,998.8,1.1
1671750000,2.0,97.0,998.6,0.9
1671753600,2.0,98.0,997.9,0.0
1671757200,2.0,97.0,997.6,0.0
1671760800,1.9,99.0,997.4,0.0
1671764400,1.7,99.0,997.3,0.0
1671768000,1.8,100.0,997.4,0.0
1671771600,1.9,100.0,997.5,0.0
1671775200,1.9,100.0,997.6,0.0
1671778800,2.2,99.0,998.0,0.0
1671782400,2.4,98.0,998.1,0.0
1671786000,2.7,97.0,998.0,0.0
1671789600,3.0,96.0,997.8,0.0
1671793200,3.3,95.0,997.6,0.0
1671796800,3.4,96.0,997.6,0.1
1671800400,3.4,96.0,997.7,0.0
1671804000,3.3,96.0,997.7,0.1
1671807600,3.4,96.0,997.8,0.3
1671811200,3.3,97.0,997.8,0.2
1671814800,3.2,97.0,997.8,0.6
1671818400,3.3,97.0,998.1,0.5
1671822000,3.1,96.0,998.7,0.0
1671825600,1.9,95.0,999.8,0.0
1671829200,1.7,89.0,1000.6,0.0
1671832800,1.4,84.0,1001.7,0.0
1671836400,0.7,92.0,1002.3,0.1
1671840000,0.7,89.0,1003.2,0.0
1671843600,1.0,75.0,1003.9,0.0
1671847200,0.8,78.0,1004.6,0.0
1671850800,0.4,80.0,1005.7,0.0
1671854400,-0.4,83.0,1006.5,0.0
1671858000,-1.5,90.0,1007.3,0.0
1671861600,-1.8,91.0,1008.0,0.0
1671865200,-1.5,90.0,1008.9,0.0
1671868800,-0.8,92.0,1009.9,0.0
1671872400,-0.3,89.0,1010.5,0.0
1671876000,0.6,85.0,1011.2,0.0
1671879600,1.1,82.0,1011.6,0.0
1671883200,1.3,79.0,1012.8,0.0
1671886800,0.4,81.0,1013.3,0.0
1671890400,-0.5,84.0,1014.1,0.0
1671894000,-0.9,87.0,1014.9,0.0
1671897600,-1.6,91.0,1015.6,0.0
1671901200,-1.9,90.0,1016.2,0.0
1671904800,-2.5,92.0,1016.5,0.0
1671908400,-2.6,93.0,1016.9,0.0
1671912000,-2.8,92.0,1017.8,0.0
1671915600,-3.6,94.0,1018.4,0.0
1671919200,-3.8,93.0,1018.6,0.0
1671922800,-3.7,91.0,1019.1,0.0
1671926400,-4.1,91.0,1019.6,0.0
1671930000,-3.6,91.0,1019.9,0.0
1671933600,-3.8,92.0,1020.0,0.0
1671937200,-3.6,91.0,1020.3,0.0
1671940800,-3.8,90.0,1020.6,0.0
1671944400,-3.8,91.0,1021.0,0.0
1671948000,-4.0,92.0,1021.3,0.0
1671951600,-4.4,92.0,1022.0,0.0
1671955200,-4.7,92.0,1022.6,0.0
1671958800,-4.5,91.0,1023.0,0.0
1671962400,-4.1,90.0,1023.2,0.0
1671966000,-3.7,90.0,1023.2,0.0
1671969600,-3.5,89.0,1023.7,0.0
1671973200,-3.3,91.0,1023.5,0.0
1671976800,-3.0,92.0,1023.9,0.0
1671980400,-3.3,90.0,1024.4,0.0
1671984000,-3.7,91.0,1024.4,0.0
1671987600,-4.2,91.0,1024.3,0.0
1671991200,-4.7,91.0,1025.0,0.0
1671994800,-5.0,89.0,1025.1,0.0
1671998400,-4.9,88.0,1025.1,0.0
1672002000,-4.9,90.0,1024.8,0.0
1672005600,-5.3,88.0,1024.6,0.0
1672009200,-5.5,87.0,1025.0,0.0
1672012800,-5.4,89.0,1024.3,0.0
1672016400,-5.6,91.0,1024.0,0.0
1672020000,-5.4,90.0,1023.6,0.0
1672023600,-5.4,91.0,1022.8,0.0
1672027200,-5.3,91.0,1022.3,0.0
1672030800,-4.3,88.0,1021.4,0.0
1672034400,-3.8,87.0,1020.6,0.0
1672038000,-3.7,87.0,1020.2,0.0
1672041600,-3.6,87.0,1019.5,0.0
1672045200,-3.4,85.0,1019.1,0.0
1672048800,-3.0,86.0,1018.3,0.0
1672052400,-3.2,86.0,1016.9,0.0
1672056000,-3.8,85.0,1016.1,0.0
1672059600,-4.5,85.0,1015.0,0.0
1672063200,-4.6,84.0,1014.4,0.0
1672066800,-4.9,84.0,1013.1,0.0
1672070400,-5.0,85.0,1011.8,0.1
1672074000,-5.3,87.0,1010.9,0.2
1672077600,-5.2,87.0,1009.8,0.0
1672081200,-5.3,87.0,1008.7,0.2
1672084800,-5.3,90.0,1007.7,0.4
1672088400,-4.9,88.0,1006.8,0.5
1672092000,-4.6,91.0,1005.9,0.4
1672095600,-4.1,92.0,1005.0,0.2
1672099200,-3.5,92.0,1004.3,0.0
1672102800,-3.0,94.0,1003.7,0.0
1672106400,-2.5,95.0,1003.1,0.0
1672110000,-1.8,96.0,1002.6,0.1
1672113600,-0.5,97.0,1002.4,0.0
1672117200,0.5,98.0,1002.3,0.1
1672120800,1.9,97.0,1002.8,0.1
1672124400,2.6,95.0,1004.1,0.0
1672128000,2.6,88.0,1005.1,0.0
1672131600,2.6,88.0,1005.8,0.1
1672135200,2.8,88.0,1006.3,0.0
1672138800,2.9,87.0,1006.3,0.0
1672142400,2.9,86.0,1006.7,0.0
1672146000,2.9,85.0,1007.0,0.0
1672149600,2.8,84.0,1007.4,0.0
1672153200,2.5,84.0,1007.5,0.0
1672156800,2.4,82.0,1007.9,0.0
1672160400,2.3,85.0,1008.0,0.0
1672164000,2.0,86.0,1008.0,0.0
1672167600,1.8,88.0,1008.3,0.0
1672171200,1.4,90.0,1008.5,0.0
1672174800,1.2,89.0,1009.0,0.0
1672178400,1.2,89.0,1009.6,0.0
1672182000,1.0,90.0,1010.0,0.0
1672185600,2.1,82.0,1010.2,0.0
1672189200,2.5,76.0,1010.9,0.0
1672192800,2.0,75.0,1011.2,0.0
1672196400,1.6,76.0,1011.6,0.0
1672200000,0.9,80.0,1011.8,0.0
1672203600,0.6,85.0,1011.6,0.0
1672207200,0.3,88.0,1011.3,0.0
1672210800,1.0,88.0,1011.7,0.0
1672214400,0.9,92.0,1011.8,0.0
1672218000,1.1,91.0,1012.2,0.0
1672221600,1.7,89.0,1012.4,0.0
1672225200,1.7,89.0,1012.0,0.0
1672228800,2.1,89.0,1011.5,0.0
1672232400,2.1,90.0,1011.3,0.2
1672236000,1.8,92.0,1011.2,0.7
1672239600,1.1,95.0,1010.8,0.3
1672243200,0.8,95.0,1010.4,0.3
1672246800,0.7,96.0,1009.8,0.3
1672250400,0.8,95.0,1009.3,0.2
1672254000,1.0,95.0,1008.8,0.0
1672257600,1.0,95.0,1008.7,0.3
1672261200,1.1,96.0,1008.4,0.0
1672264800,1.4,95.0,1008.0,0.0
1672268400,1.1,94.0,1007.8,0.0
1672272000,1.2,95.0,1007.5,0.0
1672275600,1.1,96.0,1007.4,0.0
1672279200,1.2,97.0,1007.2,0.0
1672282800,1.3,97.0,1006.8,0.1
1672286400,1.4,97.0,1006.5,0.0
1672290000,1.6,97.0,1006.4,0.0
1672293600,1.7,97.0,1006.3,0.0
1672297200,1.8,98.0,1006.2,0.0
1672300800,1.8,99.0,1006.0,0.2
1672304400,2.1,98.0,1005.8,0.2
1672308000,2.4,98.0,1005.5,0.5
1672311600,2.8,96.0,1004.7,0.0
1672315200,2.8,96.0,1004.7,0.0
1672318800,3.0,96.0,1004.5,0.1
1672322400,3.0,97.0,1004.3,0.0
1672326000,2.9,98.0,1004.0,0.7
1672329600,2.9,97.0,1003.3,0.2
1672333200,3.0,97.0,1003.0,0.0
1672336800,3.2,97.0,1002.6,0.1
1672340400,3.4,97.0,1002.3,0.1
1672344000,3.9,96.0,1002.2,0.2
1672347600,4.0,97.0,1002.2,0.7
1672351200,4.0,97.0,1002.1,0.0
1672354800,4.3,97.0,1002.3,0.0
1672358400,4.6,96.0,1002.5,0.1
1672362000,4.7,97.0,1002.6,0.0
1672365600,4.7,96.0,1002.4,0.0
1672369200,4.8,96.0,1002.6,0.0
1672372800,5.0,95.0,1003.1,0.0
1672376400,4.5,96.0,1003.4,0.0
1672380000,4.8,95.0,1003.8,0.0
1672383600,4.9,94.0,1004.2,0.0
1672387200,4.8,95.0,1004.6,0.0
1672390800,4.9,94.0,1004.8,1.3
1672394400,4.7,97.0,1004.8,2.8
1672398000,4.5,96.0,1004.9,0.8
1672401600,4.2,94.0,1005.2,0.0
1672405200,4.1,94.0,1005.8,0.0
1672408800,4.1,96.0,1006.4,0.0
1672412400,4.3,94.0,1007.0,0.0
1672416000,4.2,94.0,1007.6,0.0
1672419600,4.0,95.0,1008.3,0.0
1672423200,4.1,95.0,1009.0,0.0
1672426800,4.0,95.0,1009.7,0.0
1672430400,3.7,95.0,1010.1,0.0
1672434000,3.9,94.0,1010.7,0.0
1672437600,3.9,94.0,1011.1,0.0
1672441200,4.0,93.0,1011.3,0.0
1672444800,3.7,91.0,1011.0,0.0
1672448400,3.2,92.0,1010.9,0.0
1672452000,2.7,93.0,1010.2,0.0
1672455600,2.4,93.0,1009.5,0.0
1672459200,2.4,92.0,1007.5,0.0
1672462800,2.9,89.0,1006.7,0.0
1672466400,3.6,86.0,1006.3,0.0
1672470000,3.6,85.0,1006.1,0.0
1672473600,3.3,90.0,1005.1,0.1
1672477200,3.7,89.0,1005.5,0.0
1672480800,3.7,93.0,1005.0,0.0
1672484400,4.1,94.0,1005.0,0.0
1672488000,4.5,95.0,1004.9,0.0
1672491600,4.8,96.0,1004.5,0.0
1672495200,5.2,96.0,1004.6,0.1
1672498800,5.5,96.0,1004.1,0.1
1672502400,5.6,97.0,1003.9,0.9
1672506000,5.7,96.0,1003.6,0.7
1672509600,5.6,97.0,1002.9,0.4
1672513200,5.8,98.0,1002.4,0.8
1672516800,6.0,97.0,1001.8,0.1
1672520400,6.4,97.0,1001.9,0.2
1672524000,6.7,98.0,1001.4,0.1
1672527600,6.8,99.0,1001.4,0.6
1672531200,6.8,100.0,1001.0,0.1
1672534800,7.4,99.0,1001.5,0.0
1672538400,7.4,99.0,1001.5,0.2
1672542000,7.7,99.0,1001.4,1.8
1672545600,7.6,99.0,1001.5,1.1
1672549200,7.6,99.0,1001.3,1.6
1672552800,7.6,100.0,1001.4,1.8
1672556400,7.5,99.0,1001.4,1.6
1672560000,7.4,100.0,1001.2,1.3
1672563600,7.4,99.0,1001.5,1.3
1672567200,6.9,99.0,1001.5,0.3
1672570800,5.0,99.0,1002.5,0.3
1672574400,4.5,98.0,1003.3,0.1
1672578000,4.3,99.0,1004.6,0.3
1672581600,3.9,99.0,1005.2,0.0
1672585200,3.6,98.0,1005.2,0.1
1672588800,3.5,99.0,1005.7,2.3
1672592400,3.2,99.0,1006.9,0.1
1672596000,3.2,99.0,1007.8,0.7
1672599600,2.8,99.0,1008.9,0.2
1672603200,2.8,99.0,1010.6,0.2
1672606800,2.9,98.0,1012.0,0.0
1672610400,2.9,97.0,1013.4,0.0
1672614000,2.8,98.0,1014.2,0.0
1672617600,2.8,99.0,1015.1,0.0
1672621200,3.0,97.0,1016.3,0.0
1672624800,2.5,99.0,1017.2,0.0
1672628400,2.5,100.0,1017.5,0.0
1672632000,2.2,98.0,1017.5,0.0
1672635600,2.1,99.0,1018.2,0.0
1672639200,2.2,96.0,1018.1,0.0
1672642800,2.3,97.0,1018.4,0.0
1672646400,2.4,98.0,1018.2,0.0
1672650000,2.4,99.0,1018.3,0.0
1672653600,2.7,99.0,1017.8,0.0
1672657200,3.1,95.0,1017.0,0.0
1672660800,3.5,95.0,1016.1,0.8
1672664400,3.8,97.0,1014.8,1.6
1672668000,3.8,98.0,1013.6,1.2
1672671600,3.8,98.0,1012.6,2.6
1672675200,4.1,98.0,1011.2,3.0
1672678800,4.5,97.0,1009.5,1.9
1672682400,4.7,96.0,1008.0,1.6
1672686000,4.8,98.0,1006.4,2.9
1672689600,5.3,99.0,1005.4,1.4
1672693200,6.7,99.0,1004.5,0.4
1672696800,8.2,97.0,1003.7,0.0
1672700400,8.7,94.0,1003.4,0.1
1672704000,9.1,92.0,1002.9,0.1
1672707600,8.8,87.0,1002.8,0.0
1672711200,7.7,80.0,1003.2,0.0
1672714800,6.4,83.0,1003.9,0.0
1672718400,6.1,82.0,1004.8,0.2
1672722000,5.6,82.0,1005.3,0.0
1672725600,5.2,85.0,1005.8,0.0
1672729200,5.2,84.0,1006.3,0.0
1672732800,4.7,83.0,1006.9,0.3
1672736400,3.7,89.0,1008.2,0.2
1672740000,3.6,89.0,1009.1,0.0
1672743600,3.6,84.0,1009.8,0.0
1672747200,3.5,82.0,1010.5,0.1
